true_value,predicted_value,model_used,inference_time,energy
124.0,114.7809053957462,lstm,0.0019006729125976,38635.0
109.0,117.69814819097516,lstm,0.0018198490142822,48767.0
117.0,115.48695564270017,lstm,0.002526044845581,68970.0
99.0,116.22267216444013,lstm,0.0017421245574951,44555.0
94.0,110.98653033375736,lstm,0.0018591880798339,58349.0
113.0,105.05387827754018,lstm,0.0016970634460449,44067.0
64.00000000000001,106.11675724387166,lstm,0.0016899108886718,34119.0
97.99999999999996,92.8904041647911,lstm,0.0060746669769287,220641.0
70.0,92.04004779458045,lstm,0.001741886138916,39795.0
76.99999999999999,84.72728446125983,lstm,0.001918077468872,43396.0
85.99999999999999,81.09351158142088,lstm,0.0018322467803955,36499.0
83.0,81.16990268230437,lstm,0.0017268657684326,27527.0
84.0,82.99484848976134,lstm,0.0017247200012207,32288.0
67.0,83.20497721433638,lstm,0.0019140243530273,39917.0
63.000000000000014,79.02846932411192,lstm,0.0017743110656738,41870.0
80.00000000000001,73.39930698275565,lstm,0.0017595291137695,23193.0
85.99999999999999,74.23352688550948,lstm,0.0040280818939208,198608.0
58.99999999999999,105.3942962492322,svm,0.0003671646118164,0.0
78.99999999999999,101.46155620239388,svm,0.0004262924194335,0.0
74.0,102.843851284361,svm,0.0003211498260498,31738.0
68.0,104.13040866141016,svm,0.0004057884216308,0.0
75.0,103.5619777480612,svm,0.0002801418304443,0.0
71.0,100.70876931714788,svm,0.0002787113189697,22949.0
49.99999999999999,102.91916744361156,svm,0.0003492832183837,0.0
58.0,98.35017446937276,svm,0.0004587173461914,0.0
78.99999999999999,95.3315327831901,svm,0.0008103847503662,36255.0
61.0,97.16965924689026,svm,0.0003778934478759,15870.0
63.000000000000014,95.77724706890449,svm,0.0003027915954589,0.0
53.0,94.2804789190214,svm,0.0004024505615234,15625.0
66.0,93.64253980895116,svm,0.0003848075866699,0.0
44.0,95.9104554998177,svm,0.0007550716400146,27039.0
58.0,89.724225991621,svm,0.0006303787231445,17029.0
36.00000000000001,89.87523301738213,svm,0.0002939701080322,18310.0
41.99999999999999,84.42567798225329,svm,0.0002884864807128,21362.0
36.00000000000001,83.79823067546174,svm,0.000446081161499,36438.0
54.000000000000014,77.8070362960707,svm,0.0004005432128906,0.0
48.0,80.61921428201904,svm,0.0004184246063232,13306.0
36.00000000000001,78.50773887218303,svm,0.0003497600555419,19104.0
37.00000000000001,78.98099414150396,svm,0.0003890991210937,15197.0
31.999999999999996,77.26895667077785,svm,0.0004534721374511,14831.0
48.0,76.77115807593013,svm,0.0004534721374511,30762.0
46.00000000000001,76.33218852089499,svm,0.0005128383636474,40161.0
44.0,75.83701287686686,svm,0.0004441738128662,22339.0
35.0,77.58539695180833,svm,0.0004949569702148,40893.0
38.0,76.48244613213618,svm,0.0003581047058105,0.0
29.000000000000004,77.61912060520415,svm,0.0008010864257812,20569.0
46.00000000000001,74.39157962159754,svm,0.0003790855407714,13366.0
22.0,74.86633371995818,svm,0.0003659725189208,20081.0
44.0,70.84516275977083,svm,0.0002949237823486,0.0
31.999999999999996,73.03120491433764,svm,0.0002720355987548,0.0
24.000000000000004,35.62174424529075,lstm,0.0011682510375976,25207.0
39.99999999999999,32.23672121763229,lstm,0.0011701583862304,24292.0
26.0,33.790964484214776,lstm,0.0041658878326416,149170.0
40.99999999999999,32.21070781350135,lstm,0.001530647277832,20568.0
36.00000000000001,34.477544575929635,lstm,0.0012445449829101,28503.0
28.000000000000007,35.76890528202056,lstm,0.00124192237854,27465.0
34.0,34.15110029280185,lstm,0.0018556118011474,37597.0
28.000000000000007,33.71272921562194,lstm,0.001807689666748,58411.0
24.000000000000004,32.25592538714408,lstm,0.0041332244873046,20325.0
28.000000000000007,29.12075161933898,lstm,0.002542495727539,49561.0
30.0,28.248070180416097,lstm,0.0014386177062988,13306.0
6.999999999999999,28.87233868241309,lstm,0.0172474384307861,349242.0
29.000000000000004,21.93566143512725,lstm,0.0057713985443115,123230.0
19.000000000000007,23.070684596896164,lstm,0.0017018318176269,55663.0
22.0,21.974397823214524,lstm,0.0015850067138671,45166.0
22.0,21.808006018400185,lstm,0.0024349689483642,92529.0
11.000000000000002,21.83295547962188,lstm,0.0017931461334228,41565.0
20.000000000000004,19.13726106286048,lstm,0.0017497539520263,26245.0
11.999999999999998,18.57548147439956,lstm,0.0017831325531005,38940.0
12.999999999999996,16.53162941336631,lstm,0.0017817020416259,44068.0
11.999999999999998,15.00974774360656,lstm,0.0065553188323974,274658.0
11.999999999999998,13.722696006298056,lstm,0.0021471977233886,34240.0
12.999999999999996,13.240153566002837,lstm,0.0013468265533447,29968.0
11.000000000000002,12.940219193696969,lstm,0.0011217594146728,22278.0
7.999999999999996,12.525290325283995,lstm,0.0011472702026367,21424.0
5.000000000000007,11.120610833168024,lstm,0.0016710758209228,18432.0
13.999999999999991,9.005244076251977,lstm,0.0016713142395019,42236.0
20.000000000000004,10.238212049007409,lstm,0.001910924911499,57740.0
9.000000000000009,13.632854893803588,lstm,0.0012133121490478,22034.0
13.999999999999991,13.08399334549903,lstm,0.0111689567565917,458922.0
25.0,13.693898618221274,lstm,0.001697301864624,24842.0
16.0,17.787436693906777,lstm,0.0012235641479492,25757.0
15.000000000000004,18.094552680850025,lstm,0.0011217594146728,37231.0
6.999999999999999,56.55195432885756,svm,0.0007140636444091,12146.0
4.000000000000002,55.62286767780367,svm,0.0003774166107177,21057.0
11.000000000000002,54.37172013682002,svm,0.0004425048828125,0.0
5.000000000000007,51.96816041785046,svm,0.0003905296325683,20080.0
