image_name,confidence,model_used,inference_time,energy_uJ,histogram
000001.jpg,0.7012286186218262,yolo_m,0.9303097724914551,18982313.0,0.00000109 0.00011285 0.00077257 0.00078125 0.01157769 0.01963542 0.01516385 0.02198459 0.02510959 0.02519314 0.02370985 0.02263780 0.02590495 0.03500434 0.04802517 0.04784505 0.04519531 0.03944444 0.03412652 0.03438694 0.02827148 0.02847222 0.02592122 0.02792101 0.02531793 0.02322266 0.02163954 0.01978624 0.01898655 0.01819878 0.01685764 0.01384006 0.01307075 0.01252387 0.01231662 0.01120443 0.01138889 0.01207248 0.01140191 0.01028320 0.00962023 0.00923286 0.00930230 0.00868490 0.00829319 0.00796875 0.00824978 0.00956597 0.00851020 0.00901693 0.00713542 0.00784939 0.00788845 0.00979058 0.00845595 0.01109484 0.00763455 0.00406684 0.00196072 0.00156901 0.00141927 0.00129340 0.00149089 0.00059570
000002.jpg,0.665847659111023,yolo_m,0.4628574848175049,9540381.0,0.00001628 0.00009983 0.01813368 0.01980686 0.03050673 0.05607205 0.06196506 0.08661892 0.08907118 0.05623915 0.05083984 0.02804036 0.01775065 0.01373915 0.01162218 0.01084635 0.01180990 0.01160373 0.01180013 0.01159722 0.00925564 0.01109701 0.00633572 0.00536024 0.00554687 0.00512478 0.00506293 0.00492947 0.00465712 0.00440538 0.00505859 0.00501519 0.00515082 0.00498589 0.00514540 0.00790039 0.01075629 0.01340061 0.01799371 0.01629015 0.01907769 0.01820638 0.02253147 0.01995226 0.02149197 0.01768229 0.01626302 0.01636610 0.01744032 0.01652235 0.01435764 0.01238715 0.00920681 0.00781576 0.00583008 0.00436523 0.00328993 0.00187391 0.00106879 0.00071289 0.00081814 0.00032769 0.00051649 0.00024414
000003.jpg,0.6586716175079346,yolo_m,0.6363520622253418,12814848.0,0.00536241 0.00934136 0.01022678 0.00371962 0.00357747 0.00580838 0.01125868 0.01966146 0.01748264 0.02121745 0.02506944 0.02614149 0.02817817 0.02495226 0.02754991 0.02722331 0.02720812 0.02847982 0.03095595 0.03520725 0.03851888 0.04845052 0.04577799 0.04745443 0.04365885 0.03808160 0.03083442 0.02518555 0.01988390 0.01671875 0.01536892 0.01413954 0.01129123 0.01097873 0.01115668 0.00975911 0.00822266 0.00866319 0.01052734 0.01119032 0.00761285 0.00617513 0.00635417 0.00576172 0.00539822 0.00369575 0.00235786 0.00171549 0.00193793 0.00201063 0.00256619 0.00451714 0.00587240 0.00449327 0.00695095 0.00676215 0.00584635 0.00574870 0.00577908 0.00444553 0.00432292 0.00402669 0.00517904 0.03598524
000004.jpg,0.6407389044761658,yolo_m,0.469620943069458,9659277.0,0.00294379 0.00390299 0.00271701 0.00354384 0.00734158 0.01202691 0.01826931 0.02791450 0.03009657 0.03145291 0.02909180 0.02687717 0.03265299 0.03897786 0.04087565 0.03654839 0.03241211 0.02833876 0.02459527 0.02304470 0.01963108 0.01749783 0.01499783 0.01492187 0.01528863 0.01639106 0.02235026 0.02950195 0.04023112 0.03786675 0.04205729 0.03839844 0.02629883 0.02038411 0.01341254 0.00792209 0.00657986 0.00525608 0.00483832 0.00441081 0.00589410 0.00640408 0.00692708 0.00851671 0.00807075 0.00786784 0.00827474 0.00772895 0.00665799 0.00459961 0.00447157 0.00423394 0.00499349 0.00889865 0.00507704 0.00256944 0.00208550 0.00213542 0.00233615 0.00414388 0.00588325 0.00382921 0.00575521 0.02078451
000005.jpg,0.6365195512771606,yolo_m,0.4816427230834961,9787329.0,0.00248047 0.01148112 0.01263672 0.00802951 0.00969835 0.02307943 0.01670030 0.01829210 0.02255208 0.02730143 0.03344076 0.03440972 0.03581923 0.03598850 0.03458442 0.03694119 0.05400391 0.06813151 0.04677843 0.04536458 0.03040799 0.02683377 0.02702799 0.02521701 0.02086480 0.02467773 0.02664388 0.01742839 0.01329102 0.00726780 0.00648437 0.00529514 0.00585938 0.00656793 0.00762695 0.00708550 0.00787435 0.00721246 0.00406684 0.00274848 0.00177409 0.00175781 0.00177300 0.00287218 0.00267144 0.00230035 0.00193685 0.00187826 0.00210395 0.00201823 0.00167969 0.00175781 0.00219618 0.00326497 0.00342339 0.00610026 0.00851780 0.01152452 0.01967665 0.01275174 0.01588976 0.01341471 0.01195855 0.00856228
000006.jpg,0.6045977473258972,yolo_m,0.5855228900909424,12133636.0,0.00021159 0.00258247 0.01183919 0.00541775 0.01474501 0.05694661 0.07220703 0.12759657 0.09833550 0.07451606 0.04199544 0.02286892 0.02095703 0.01280924 0.01026584 0.00853624 0.00635200 0.00517036 0.00464952 0.00430013 0.00377170 0.00331814 0.00310872 0.00323459 0.00333116 0.00310221 0.00252387 0.00178602 0.00138672 0.00128581 0.00115885 0.00139757 0.00357747 0.00587674 0.00486545 0.00826931 0.00629883 0.00777669 0.00764974 0.00726671 0.00878147 0.00703342 0.01218641 0.00967448 0.01252713 0.01177951 0.01499240 0.01833442 0.01883464 0.01945204 0.01875543 0.02228624 0.01495334 0.02171875 0.01613064 0.01615994 0.01515082 0.01299588 0.01599718 0.00845486 0.00829536 0.00461046 0.00759766 0.00000868
000007.jpg,0.35951557755470276,yolo_m,0.6523575782775879,13109768.0,0.00010417 0.00055447 0.00238173 0.01232747 0.02737630 0.06263780 0.06907335 0.05540799 0.05270399 0.05140951 0.04082574 0.03375760 0.03135525 0.02208659 0.01852865 0.01605903 0.01237522 0.01088542 0.01069336 0.01159614 0.01117296 0.01022678 0.01001302 0.00983181 0.00976671 0.01021159 0.01076714 0.01206923 0.01391276 0.01639106 0.01802951 0.02064128 0.01970052 0.01900499 0.01663194 0.01540582 0.01465603 0.01211914 0.00977539 0.01066081 0.01105903 0.01071072 0.01306749 0.01101562 0.01543728 0.01805122 0.01379774 0.01605252 0.01890516 0.02230360 0.00975911 0.00450846 0.00304796 0.00254340 0.00241211 0.00199327 0.00147678 0.00125109 0.00122830 0.00136827 0.00170790 0.00171984 0.00214735 0.00130751
000008.jpg,0.5360479950904846,yolo_m,0.5031156539916992,10202550.0,0.00026910 0.00704102 0.01900282 0.04265625 0.04568142 0.04385417 0.03965495 0.03638021 0.05550130 0.05020399 0.03691623 0.02785156 0.02502604 0.02482964 0.02395725 0.01923937 0.01823893 0.01751519 0.01666884 0.01605469 0.01578451 0.01539497 0.01512912 0.01536133 0.01659180 0.01825521 0.01780816 0.01382704 0.00943902 0.00714844 0.00583225 0.00524740 0.00478082 0.00421658 0.00864475 0.01259983 0.01609701 0.01709852 0.01666775 0.01880859 0.02486220 0.01612088 0.02469944 0.01181858 0.01046224 0.00641276 0.00731662 0.00869575 0.00974826 0.00958767 0.00699653 0.00598199 0.00470920 0.00462348 0.00391493 0.00412326 0.00436198 0.00402127 0.00363932 0.00272569 0.00238607 0.00132813 0.00015191 0.00003581
000009.jpg,0.6120559573173523,yolo_m,0.5364382266998291,11415681.0,0.00019857 0.01572049 0.00365560 0.01097873 0.02957574 0.03019314 0.02736220 0.02748806 0.02880642 0.03396050 0.04235677 0.04010634 0.04993056 0.03737739 0.03926432 0.03061089 0.03111437 0.03612956 0.01958876 0.01786784 0.01525825 0.01516385 0.01305230 0.01203125 0.01098741 0.01146267 0.01094944 0.01013672 0.01249240 0.01439128 0.01540799 0.01463433 0.01378147 0.01247613 0.01156684 0.01088759 0.00936198 0.00920790 0.00880642 0.00822049 0.00820313 0.00761285 0.00869900 0.00963759 0.01034505 0.01030816 0.01380208 0.02162218 0.02325195 0.01851345 0.01063151 0.00804253 0.00570312 0.00486762 0.00361654 0.00313911 0.00305122 0.00286567 0.00270725 0.00255425 0.00254991 0.00299154 0.00420898 0.01851237
000010.jpg,0.49785518646240234,yolo_m,0.7633967399597168,15507834.0,0.00555122 0.00611762 0.00544271 0.00614475 0.00864366 0.03969401 0.05103190 0.05305773 0.04759006 0.03080078 0.02974175 0.02842773 0.03659397 0.02758355 0.02588759 0.02298069 0.02088976 0.02104275 0.01993490 0.01935330 0.01853082 0.01698785 0.01583659 0.01497396 0.01344835 0.01246853 0.01191298 0.01079102 0.00998155 0.00914280 0.00877387 0.00848850 0.00787109 0.00792318 0.00790365 0.00902561 0.00973741 0.01163411 0.01269314 0.01273980 0.01573893 0.01401476 0.01550456 0.01340386 0.01182400 0.01043294 0.01026042 0.01142904 0.01342556 0.01444227 0.01499891 0.01376953 0.01440213 0.01638455 0.01220812 0.00927734 0.01063585 0.00900174 0.00811415 0.00758355 0.00668077 0.00510200 0.00315430 0.00083550
